ID_Entrega;Numero_CTe;ID_Cliente;ID_CD;ID_Destino;ID_Transportadora;ID_Veiculo;ID_Motorista;ID_Status;ID_Ocorrencia;Data_Coleta;Data_Prevista_Entrega;Data_Entrega_Real;Qtd_Volumes;Qtd_Volumes_Entregues;Peso_KG;Cubagem_M3;Distancia_KM;Valor_Mercadoria;Valor_Frete;Custo_Frete
ENT009495;35212004824;CLI025;CD02;DST012;TRP01;VEI005;MOT037;ST2;OC01;2025-12-23;2025-12-27;2025-12-25;484;484;23976.5;172.9;515.8;1149037.9;5231.32;4521.95
ENT009496;35878835613;CLI017;CD03;DST006;TRP03;VEI007;MOT016;ST1;OC00;2025-12-23;2025-12-29;2025-12-28;32;32;1130.4;3.89;678.3;17130.72;1598.35;1324.7
ENT009497;35293007672;CLI016;CD02;DST010;TRP01;VEI078;MOT028;ST1;OC00;2025-12-23;2025-12-27;2025-12-26;27;27;1126.1;3.94;625.3;41640.2;1247.2;1106.59
ENT009498;35729976265;CLI007;CD02;DST001;TRP08;VEI063;MOT041;ST1;OC00;2025-12-23;2025-12-26;2025-12-24;2080;2080;24414.8;87.69;42.1;538836.93;5685.23;4433.04
ENT009499;35527735775;CLI004;CD02;DST008;TRP01;VEI012;MOT053;ST1;OC00;2025-12-23;2025-12-27;2025-12-27;56;56;3340.6;13.48;498.4;83776.1;1695.24;1431.26
ENT009500;35130221402;CLI017;CD02;DST009;TRP01;VEI057;MOT051;ST1;OC00;2025-12-23;2025-12-28;2025-12-28;602;602;20382.3;120.67;764.9;600906.85;5630.37;5442.62
ENT009501;35197197038;CLI011;CD01;DST035;TRP02;VEI046;MOT048;ST1;OC00;2025-12-23;2025-12-31;2026-01-01;171;171;9874.7;36.4;2574.5;509169.33;10490.37;8207.55
ENT009502;35813147757;CLI025;CD05;DST030;TRP04;VEI042;MOT009;ST1;OC00;2025-12-23;2025-12-29;2025-12-28;119;119;3805.3;20.53;331.1;178894.93;1393.16;1111.81
ENT009503;35982756876;CLI008;CD05;DST030;TRP01;VEI082;MOT020;ST1;OC00;2025-12-23;2025-12-27;2025-12-27;90;90;4556.1;18.29;331.1;376964.65;1441.85;1149.97
ENT009504;35483281776;CLI009;CD03;DST014;TRP05;VEI002;MOT039;ST1;OC00;2025-12-23;2025-12-28;2025-12-27;12;12;647.8;2.86;502.9;8983.49;934.76;754.04
ENT009505;35192638974;CLI009;CD04;DST021;TRP01;VEI082;MOT044;ST1;OC00;2025-12-23;2025-12-27;2025-12-25;92;92;3411.8;19.31;305.6;65296.06;1150.39;1094.87
ENT009506;35247303067;CLI020;CD01;DST004;TRP01;VEI082;MOT012;ST1;OC00;2025-12-23;2025-12-27;2025-12-27;427;427;4839.5;35.62;157.3;247584.12;1376.87;1196.8
ENT009507;35128234601;CLI012;CD01;DST013;TRP01;VEI012;MOT053;ST1;OC11;2025-12-23;2025-12-28;2025-12-29;74;74;4463.8;23.32;932.2;174834.84;2653.88;2481.57
ENT009508;35665335189;CLI014;CD04;DST021;TRP02;VEI055;MOT009;ST1;OC00;2025-12-23;2025-12-28;2025-12-28;721;721;23009.7;176.28;305.6;436253.39;4289.86;3686.21
ENT009509;35758956982;CLI029;CD01;DST028;TRP01;VEI082;MOT019;ST1;OC05;2025-12-23;2025-12-31;2026-01-02;95;95;3444.9;20.75;2925.8;202795.38;8707.22;6504.69
ENT009510;35107261371;CLI021;CD05;DST024;TRP02;VEI055;MOT048;ST1;OC00;2025-12-23;2025-12-29;2025-12-27;627;627;14152.5;61.3;846.9;816683.56;5614.44;4957.9
ENT009511;35665606508;CLI016;CD04;DST017;TRP01;VEI010;MOT054;ST1;OC00;2025-12-23;2025-12-27;2025-12-25;271;271;15896.7;66.62;463.6;744518.24;3228.81;2762.28
ENT009512;35650633405;CLI014;CD04;DST018;TRP04;VEI028;MOT032;ST1;OC00;2025-12-23;2025-12-30;2025-12-29;66;66;1180.1;6.72;689.2;80976.69;1202.87;1069.82
ENT009513;35140233156;CLI018;CD04;DST015;TRP08;VEI061;MOT013;ST1;OC02;2025-12-23;2025-12-26;2025-12-28;253;253;5450.7;26.25;18.0;392529.53;1190.02;885.35
ENT009514;35777842727;CLI017;CD02;DST007;TRP01;VEI057;MOT050;ST1;OC00;2025-12-23;2025-12-27;2025-12-26;736;736;9980.2;50.59;488.9;584373.22;4358.67;3531.01
ENT009515;35117183561;CLI020;CD03;DST013;TRP01;VEI005;MOT001;ST1;OC00;2025-12-23;2025-12-27;2025-12-27;543;543;29084.1;175.81;456.7;1624950.47;5582.42;4249.37
ENT009516;35451351743;CLI030;CD06;DST042;TRP01;VEI023;MOT012;ST1;OC09;2025-12-23;2026-01-01;2026-01-03;12;12;713.0;2.47;2170.5;13012.51;3339.71;3129.84
ENT009517;35758535689;CLI006;CD05;DST027;TRP01;VEI005;MOT002;ST1;OC11;2025-12-23;2025-12-27;2025-12-27;830;830;28999.0;109.32;137.6;1650196.52;4744.68;3851.72
ENT009518;35528524558;CLI012;CD03;DST014;TRP01;VEI010;MOT058;ST1;OC07;2025-12-23;2025-12-27;2025-12-29;992;992;16835.6;98.21;502.9;1672350.3;5610.07;4391.97
ENT009519;35231436858;CLI021;CD02;DST011;TRP04;VEI065;MOT016;ST1;OC00;2025-12-23;2025-12-30;2026-01-03;230;230;13358.5;42.53;658.3;986748.19;4564.94;3486.04
ENT009520;35502737610;CLI014;CD04;DST019;TRP02;VEI056;MOT053;ST1;OC00;2025-12-23;2025-12-28;2025-12-28;99;99;1934.8;6.76;574.7;177356.4;1342.49;1267.46
ENT009521;35390089364;CLI028;CD03;DST011;TRP03;VEI022;MOT041;ST1;OC00;2025-12-23;2025-12-28;2025-12-28;655;655;14949.6;112.71;585.0;309604.71;4383.65;3791.63
ENT009522;35228809339;CLI025;CD02;DST043;TRP03;VEI022;MOT039;ST1;OC02;2025-12-23;2026-01-04;2026-01-10;272;272;16175.4;60.82;3401.7;249075.59;14813.81;13897.35
ENT009523;35173800811;CLI016;CD01;DST003;TRP01;VEI078;MOT012;ST1;OC11;2025-12-23;2025-12-27;2025-12-27;28;28;1606.0;6.61;309.5;169759.54;862.34;710.18
ENT009524;35616646665;CLI025;CD01;DST005;TRP01;VEI073;MOT052;ST1;OC00;2025-12-23;2025-12-27;2025-12-27;27;27;954.4;6.04;497.8;66362.74;884.54;808.74
ENT009525;35509570434;CLI014;CD04;DST019;TRP03;VEI033;MOT008;ST1;OC00;2025-12-23;2025-12-28;2025-12-28;230;230;4788.4;24.42;574.7;430409.56;1981.8;1851.94
ENT009526;35644353334;CLI003;CD01;DST032;TRP04;VEI040;MOT032;ST1;OC00;2025-12-24;2026-01-02;2026-01-02;659;659;21766.6;159.54;2367.1;526783.12;14515.28;12233.0
ENT009527;35207756816;CLI014;CD01;DST032;TRP01;VEI012;MOT022;ST1;OC00;2025-12-24;2025-12-31;2025-12-30;72;72;2603.1;10.45;2367.1;143920.97;5714.3;5214.33
ENT009528;35478230092;CLI004;CD02;DST020;TRP01;VEI073;MOT024;ST1;OC00;2025-12-24;2025-12-30;2025-12-30;28;28;615.7;1.95;1380.5;34789.05;2104.2;1959.63
ENT009529;35537095027;CLI027;CD02;DST001;TRP08;VEI050;MOT017;ST1;OC00;2025-12-24;2025-12-27;2025-12-26;651;651;9313.6;32.62;42.1;284291.86;2063.14;1526.8
ENT009530;35163912436;CLI028;CD02;DST002;TRP08;VEI063;MOT012;ST1;OC09;2025-12-24;2025-12-27;2025-12-28;1195;1195;28166.8;111.14;68.0;1435157.31;5448.85;3968.08
ENT009531;35204989166;CLI021;CD03;DST004;TRP04;VEI075;MOT046;ST1;OC06;2025-12-24;2025-12-30;2026-01-03;642;642;7379.1;36.9;647.6;260540.31;3574.55;2993.67
ENT009532;35480063136;CLI012;CD01;DST005;TRP05;VEI060;MOT013;ST2;OC01;2025-12-24;2025-12-29;2025-12-29;197;176;3926.5;22.05;497.8;182108.17;1977.36;1847.76
ENT009533;35611382042;CLI010;CD01;DST008;TRP02;VEI046;MOT027;ST1;OC00;2025-12-24;2025-12-29;2025-12-29;991;991;10465.6;40.27;421.6;458979.73;4404.69;3417.34
ENT009534;35172161428;CLI021;CD03;DST013;TRP03;VEI033;MOT018;ST1;OC00;2025-12-24;2025-12-29;2025-12-29;56;56;3248.2;14.39;456.7;257463.81;1428.77;1239.91
ENT009535;35180702470;CLI006;CD01;DST003;TRP01;VEI005;MOT027;ST1;OC00;2025-12-24;2025-12-28;2025-12-28;1304;1304;27854.4;135.35;309.5;481361.64;6247.97;4861.26
ENT009536;35413572258;CLI017;CD02;DST001;TRP08;VEI050;MOT029;ST1;OC00;2025-12-24;2025-12-27;2025-12-27;185;185;3513.0;24.03;42.1;270224.29;918.8;683.82
ENT009537;35664504958;CLI027;CD02;DST040;TRP05;VEI016;MOT045;ST1;OC07;2025-12-24;2025-12-31;2026-01-02;399;399;3690.3;26.79;1657.0;172345.25;5993.08;4940.22
ENT009538;35165398078;CLI019;CD04;DST020;TRP04;VEI020;MOT047;ST1;OC00;2025-12-24;2025-12-31;2025-12-29;29;29;1663.2;6.49;969.6;55944.38;1866.07;1621.66
ENT009539;35356875262;CLI024;CD02;DST010;TRP03;VEI018;MOT004;ST1;OC06;2025-12-24;2025-12-29;2026-01-04;443;364;22638.4;132.77;625.3;525624.31;5740.61;4629.78
ENT009540;35318234479;CLI009;CD02;DST014;TRP01;VEI078;MOT048;ST1;OC00;2025-12-24;2025-12-29;2025-12-29;22;22;1221.0;8.93;968.9;41884.74;1785.29;1663.18
ENT009541;35164110385;CLI014;CD02;DST022;TRP02;VEI009;MOT008;ST1;OC00;2025-12-24;2025-12-29;2025-12-29;1665;1665;24474.4;82.92;490.7;1163462.3;6416.64;5612.89
ENT009542;35278967734;CLI017;CD04;DST022;TRP08;VEI043;MOT017;ST5;OC03;2025-12-24;2025-12-27;2025-12-30;337;0;18115.1;122.29;119.4;798227.19;2933.58;2167.09
ENT009543;35222298454;CLI024;CD01;DST014;TRP05;VEI025;MOT028;ST1;OC00;2025-12-24;2025-12-30;2025-12-30;806;806;8522.2;28.24;873.0;305609.61;4910.56;4345.43
ENT009544;35662098562;CLI018;CD05;DST042;TRP04;VEI006;MOT043;ST1;OC07;2025-12-24;2026-01-04;2026-01-05;61;61;3532.5;14.83;2132.2;219527.23;5876.23;5099.7
ENT009545;35216382034;CLI012;CD06;DST039;TRP02;VEI056;MOT030;ST1;OC00;2025-12-24;2025-12-30;2025-12-28;47;47;2311.0;12.26;900.9;122473.43;2024.11;1701.99
ENT009546;35873912519;CLI004;CD04;DST018;TRP04;VEI075;MOT022;ST1;OC06;2025-12-24;2025-12-31;2026-01-09;156;156;7968.9;33.33;689.2;554145.61;3212.03;2534.06
ENT009547;35165028972;CLI015;CD01;DST010;TRP02;VEI074;MOT040;ST1;OC00;2025-12-24;2025-12-29;2025-12-27;1235;1235;27411.2;183.69;524.2;1270716.91;7107.94;5696.56
ENT009548;35130673100;CLI018;CD02;DST013;TRP05;VEI036;MOT016;ST1;OC00;2025-12-24;2025-12-30;2025-12-30;61;61;2220.4;7.42;1025.9;176703.75;2129.15;1936.1
ENT009549;35652801282;CLI012;CD02;DST019;TRP02;VEI056;MOT028;ST1;OC00;2025-12-24;2025-12-30;2025-12-30;71;67;2142.1;9.55;992.8;242306.62;2215.47;1870.21
ENT009550;35881570455;CLI013;CD04;DST023;TRP02;VEI056;MOT050;ST1;OC09;2025-12-24;2025-12-29;2026-01-02;25;25;1430.2;9.17;488.9;31892.48;1289.68;1049.6
ENT009551;35930989868;CLI009;CD01;DST008;TRP01;VEI012;MOT031;ST1;OC00;2025-12-24;2025-12-28;2025-12-28;74;74;4067.5;22.03;421.6;58385.22;1344.05;1252.25
ENT009552;35772408958;CLI025;CD01;DST027;TRP05;VEI070;MOT053;ST1;OC00;2025-12-24;2026-01-01;2025-12-31;75;75;3481.2;18.22;2509.8;100440.61;6348.09;5415.23
ENT009553;35108558048;CLI024;CD03;DST014;TRP02;VEI056;MOT015;ST1;OC00;2025-12-24;2025-12-29;2025-12-27;44;44;2282.9;18.51;502.9;140325.08;1250.57;1113.36
ENT009554;35273959866;CLI001;CD02;DST043;TRP03;VEI026;MOT055;ST1;OC00;2025-12-24;2026-01-05;2026-01-05;744;744;17756.2;73.21;3401.7;317839.59;23027.28;17726.85
ENT009555;35532420486;CLI021;CD03;DST011;TRP01;VEI057;MOT039;ST1;OC00;2025-12-24;2025-12-28;2025-12-28;756;756;24830.2;97.81;585.0;968722.11;5894.28;5145.75
ENT009556;35739115975;CLI030;CD05;DST029;TRP04;VEI041;MOT015;ST1;OC05;2025-12-24;2025-12-30;2026-01-05;50;50;2242.7;10.98;620.0;127702.42;1434.02;1306.5
ENT009557;35366026255;CLI022;CD05;DST028;TRP03;VEI083;MOT030;ST1;OC00;2025-12-24;2025-12-30;2025-12-28;566;566;7341.2;58.88;797.4;417819.48;4252.64;3299.11
ENT009558;35422556330;CLI018;CD02;DST019;TRP01;VEI010;MOT034;ST1;OC11;2025-12-24;2025-12-29;2025-12-28;650;650;18790.4;59.31;992.8;1324126.29;8089.94;6541.21
ENT009559;35621057265;CLI018;CD01;DST004;TRP01;VEI082;MOT031;ST1;OC02;2025-12-24;2025-12-28;2025-12-30;67;67;4031.9;15.37;157.3;238534.1;1000.22;796.54
ENT009560;35735776226;CLI023;CD02;DST020;TRP01;VEI078;MOT032;ST1;OC00;2025-12-24;2025-12-30;2025-12-29;40;40;2378.7;8.09;1380.5;64186.02;2658.68;2275.73
ENT009561;35393135189;CLI001;CD02;DST010;TRP03;VEI085;MOT021;ST1;OC00;2025-12-24;2025-12-29;2025-12-29;367;367;20793.0;71.15;625.3;1500256.21;5670.85;4107.35
ENT009562;35866874294;CLI017;CD04;DST015;TRP01;VEI082;MOT017;ST1;OC02;2025-12-24;2025-12-28;2025-12-28;170;170;4839.6;16.01;18.0;183781.62;830.99;677.23
ENT009563;35852138134;CLI006;CD02;DST008;TRP01;VEI078;MOT023;ST1;OC11;2025-12-24;2025-12-28;2025-12-27;40;40;1977.9;13.05;498.4;179841.32;1256.12;1018.42
ENT009564;35669830973;CLI009;CD02;DST011;TRP01;VEI073;MOT021;ST1;OC00;2025-12-24;2025-12-29;2025-12-29;50;50;913.9;3.72;658.3;73124.44;1217.72;1061.37
ENT009565;35227644185;CLI017;CD01;DST009;TRP01;VEI073;MOT043;ST2;OC01;2025-12-25;2025-12-30;2025-12-29;21;21;562.5;2.96;676.5;51717.99;1248.28;1078.96
ENT009566;35454883675;CLI008;CD05;DST028;TRP02;VEI074;MOT037;ST1;OC00;2025-12-25;2025-12-31;2025-12-29;394;394;21121.1;67.32;797.4;1391657.74;7457.89;5628.12
ENT009567;35681728641;CLI021;CD05;DST034;TRP03;VEI090;MOT010;ST1;OC00;2025-12-25;2026-01-01;2025-12-31;49;49;1660.6;11.24;1537.1;165373.88;3141.48;2770.27
ENT009568;35754370035;CLI016;CD06;DST038;TRP01;VEI078;MOT016;ST1;OC00;2025-12-25;2025-12-29;2025-12-27;86;86;1947.2;9.16;227.6;79465.65;836.75;697.96
ENT009569;35629386508;CLI021;CD01;DST005;TRP01;VEI012;MOT013;ST1;OC00;2025-12-25;2025-12-29;2025-12-28;194;153;3783.5;13.65;497.8;350686.97;1924.84;1593.37
ENT009570;35283972759;CLI028;CD05;DST030;TRP05;VEI039;MOT048;ST1;OC11;2025-12-25;2025-12-30;2025-12-28;69;59;3575.6;27.22;331.1;154466.73;1370.04;1153.97
ENT009571;35755801364;CLI003;CD05;DST032;TRP03;VEI037;MOT044;ST1;OC00;2025-12-25;2025-12-30;2025-12-29;127;127;1779.6;7.77;243.2;27227.24;1057.17;982.92
ENT009572;35107348238;CLI001;CD03;DST014;TRP02;VEI069;MOT003;ST1;OC09;2025-12-25;2025-12-30;2026-01-02;1168;1168;20141.0;111.22;502.9;427885.46;5818.92;4840.85
ENT009573;35821150834;CLI012;CD02;DST007;TRP05;VEI016;MOT051;ST1;OC00;2025-12-25;2025-12-30;2025-12-28;76;76;2662.5;8.37;488.9;111907.95;1742.34;1444.26
ENT009574;35499713796;CLI028;CD05;DST026;TRP08;VEI088;MOT022;ST1;OC00;2025-12-25;2025-12-28;2025-12-27;82;82;2478.7;15.0;21.5;214918.49;500.24;366.09
ENT009575;35613582381;CLI013;CD04;DST021;TRP01;VEI082;MOT018;ST1;OC00;2025-12-25;2025-12-29;2025-12-27;57;51;2801.0;16.81;305.6;146266.1;1003.95;910.03
ENT009576;35730653538;CLI017;CD05;DST032;TRP01;VEI010;MOT020;ST1;OC00;2025-12-25;2025-12-29;2025-12-27;800;800;8114.1;30.07;243.2;447102.43;2805.73;2643.1
ENT009577;35217588607;CLI024;CD04;DST018;TRP02;VEI034;MOT004;ST1;OC00;2025-12-25;2025-12-31;2025-12-29;39;39;2140.1;8.03;689.2;146820.52;1684.53;1501.14
ENT009578;35876833017;CLI006;CD04;DST019;TRP03;VEI024;MOT040;ST1;OC00;2025-12-25;2025-12-30;2025-12-30;495;495;12304.6;66.33;574.7;136955.41;3858.55;3119.97
ENT009579;35731686891;CLI014;CD06;DST036;TRP01;VEI057;MOT059;ST1;OC06;2025-12-25;2025-12-29;2025-12-30;496;496;27061.5;150.75;18.0;1476406.05;3044.88;2273.81
ENT009580;35434012523;CLI008;CD01;DST006;TRP05;VEI025;MOT052;ST1;OC00;2025-12-25;2025-12-30;2025-12-29;412;412;20380.1;75.03;174.6;624623.66;3169.53;2446.87
ENT009581;35282348211;CLI025;CD03;DST010;TRP08;VEI043;MOT050;ST1;OC00;2025-12-25;2025-12-28;2025-12-30;350;350;16264.7;65.72;18.0;674347.81;2008.67;1564.67
ENT009582;35533423557;CLI004;CD02;DST010;TRP01;VEI057;MOT043;ST1;OC00;2025-12-25;2025-12-29;2025-12-28;526;526;16230.1;106.0;625.3;624203.47;4991.88;4224.01
ENT009583;35227925862;CLI014;CD02;DST040;TRP04;VEI049;MOT043;ST1;OC00;2025-12-25;2026-01-02;2026-01-02;273;273;10308.6;37.13;1657.0;834248.16;5827.58;4950.19
ENT009584;35480615093;CLI016;CD05;DST033;TRP05;VEI025;MOT015;ST1;OC00;2025-12-25;2025-12-30;2025-12-29;253;253;13221.0;45.62;496.2;1293701.72;3532.78;2885.69
ENT009585;35933622421;CLI018;CD04;DST021;TRP02;VEI074;MOT038;ST1;OC00;2025-12-25;2025-12-30;2025-12-30;1529;1529;23797.5;104.06;305.6;417360.11;5977.8;5206.96
ENT009586;35492697009;CLI004;CD01;DST032;TRP02;VEI009;MOT059;ST1;OC06;2025-12-25;2026-01-02;2026-01-04;446;446;24320.1;99.92;2367.1;2058416.51;18836.39;14781.96
ENT009587;35321705882;CLI003;CD05;DST025;TRP01;VEI057;MOT043;ST1;OC07;2025-12-25;2025-12-30;2026-01-01;558;524;15169.5;71.92;809.8;148673.88;6130.31;5213.12
ENT009588;35313755137;CLI028;CD05;DST026;TRP08;VEI015;MOT020;ST1;OC00;2025-12-25;2025-12-28;2025-12-27;517;517;20704.1;91.12;21.5;532621.54;2537.61;2027.81
ENT009589;35800257229;CLI018;CD04;DST017;TRP05;VEI036;MOT028;ST1;OC00;2025-12-25;2025-12-30;2025-12-28;42;42;1678.9;7.68;463.6;29045.19;1183.58;1030.59
ENT009590;35866944175;CLI014;CD02;DST039;TRP02;VEI074;MOT051;ST1;OC11;2025-12-25;2025-12-31;2026-01-03;504;504;19101.9;63.37;1101.7;1303997.29;7896.44;7555.05
ENT009591;35281525923;CLI019;CD03;DST007;TRP02;VEI021;MOT007;ST1;OC00;2025-12-25;2025-12-30;2025-12-30;109;109;6287.9;38.63;439.2;136480.47;2327.23;1790.51
ENT009592;35878059473;CLI016;CD02;DST010;TRP04;VEI075;MOT020;ST2;OC01;2025-12-25;2025-12-31;2025-12-30;133;133;6991.1;40.0;625.3;537107.95;3098.83;2702.5
ENT009593;35987697012;CLI014;CD02;DST037;TRP03;VEI007;MOT028;ST1;OC02;2025-12-25;2025-12-31;2026-01-03;36;36;1052.5;5.52;1038.3;22414.28;2288.72;2167.69
ENT009594;35400855850;CLI003;CD02;DST036;TRP01;VEI073;MOT044;ST1;OC00;2025-12-25;2025-12-30;2025-12-29;59;59;1216.8;4.97;1001.4;111633.86;1525.3;1363.04
ENT009595;35766935087;CLI017;CD02;DST016;TRP02;VEI034;MOT019;ST7;OC04;2025-12-25;2025-12-30;;59;0;2130.9;7.88;561.1;233710.17;1563.79;1264.82
ENT009596;35368273078;CLI024;CD02;DST011;TRP01;VEI010;MOT007;ST1;OC00;2025-12-25;2025-12-30;2025-12-29;530;530;15367.5;101.99;658.3;602766.84;4714.17;4234.52
ENT009597;35580813518;CLI009;CD05;DST046;TRP06;VEI064;MOT001;ST1;OC00;2025-12-25;2026-01-02;2026-01-01;573;573;8671.0;49.9;2555.6;680055.54;16582.57;14454.75
ENT009598;35787505820;CLI014;CD04;DST015;TRP08;VEI054;MOT009;ST1;OC06;2025-12-25;2025-12-28;2025-12-29;224;224;2697.5;9.18;18.0;41521.67;647.73;650.63
ENT009599;35350006474;CLI019;CD01;DST009;TRP02;VEI069;MOT031;ST1;OC07;2025-12-25;2025-12-31;2026-01-01;351;351;15327.2;67.95;676.5;1510958.62;5082.81;4005.8
ENT009600;35464623458;CLI029;CD04;DST021;TRP04;VEI042;MOT010;ST1;OC02;2025-12-26;2026-01-01;2026-01-10;395;395;4199.0;15.02;305.6;277071.14;2166.08;1599.18
ENT009601;35369967188;CLI025;CD01;DST014;TRP04;VEI008;MOT036;ST1;OC00;2025-12-26;2026-01-02;2026-01-02;1810;1810;20327.9;127.51;873.0;676950.34;7833.69;6702.73
ENT009602;35173529244;CLI005;CD03;DST012;TRP02;VEI034;MOT011;ST1;OC00;2025-12-26;2025-12-31;2025-12-31;40;40;1467.7;4.92;277.1;100524.84;903.63;674.01
ENT009603;35799573076;CLI029;CD02;DST014;TRP05;VEI070;MOT057;ST1;OC00;2025-12-26;2026-01-01;2026-01-01;55;55;3180.8;10.49;968.9;137043.25;2926.39;2320.54
ENT009604;35185132766;CLI003;CD06;DST036;TRP02;VEI014;MOT007;ST1;OC00;2025-12-26;2025-12-31;2025-12-31;13;13;692.9;2.41;18.0;33275.3;233.18;184.28
ENT009605;35879560445;CLI004;CD02;DST004;TRP08;VEI050;MOT047;ST1;OC00;2025-12-26;2025-12-29;2025-12-27;189;189;8977.6;28.6;111.5;705907.62;1718.29;1245.93
ENT009606;35926315664;CLI008;CD03;DST007;TRP02;VEI058;MOT017;ST1;OC00;2025-12-26;2025-12-31;2025-12-30;50;41;3055.2;24.13;439.2;303053.08;1608.58;1240.04
ENT009607;35425428778;CLI008;CD01;DST003;TRP05;VEI052;MOT015;ST1;OC00;2025-12-26;2025-12-31;2025-12-31;33;33;810.7;6.15;309.5;8440.58;638.03;548.71
ENT009608;35375035912;CLI025;CD03;DST006;TRP05;VEI025;MOT017;ST1;OC00;2025-12-26;2026-01-01;2026-01-01;328;328;18088.2;68.69;678.3;1288645.2;4813.6;4090.66
ENT009609;35229696032;CLI028;CD02;DST004;TRP01;VEI012;MOT039;ST1;OC05;2025-12-26;2025-12-30;2026-01-02;143;143;3492.1;19.69;111.5;55852.25;889.22;883.85
ENT009610;35844292151;CLI017;CD01;DST007;TRP01;VEI082;MOT010;ST1;OC05;2025-12-26;2025-12-30;2025-12-31;170;170;4428.9;32.67;412.5;174194.92;1525.95;1429.45
ENT009611;35148936898;CLI014;CD06;DST038;TRP04;VEI075;MOT008;ST1;OC00;2025-12-26;2026-01-01;2026-01-15;171;171;7923.8;59.33;227.6;599367.32;1733.85;1337.36
ENT009612;35354548651;CLI001;CD02;DST003;TRP02;VEI053;MOT013;ST1;OC07;2025-12-26;2025-12-31;2026-01-02;170;170;2567.7;8.44;333.5;81420.72;1251.92;1038.56
ENT009613;35678156116;CLI021;CD01;DST005;TRP03;VEI024;MOT002;ST2;OC01;2025-12-26;2025-12-31;2026-01-06;116;116;6275.6;32.54;497.8;346848.27;2388.45;2090.02
ENT009614;35776384793;CLI021;CD02;DST041;TRP02;VEI009;MOT060;ST1;OC00;2025-12-26;2026-01-02;2026-01-01;826;826;15626.2;76.39;1427.5;1417710.53;8813.27;7723.0
ENT009615;35672372717;CLI018;CD05;DST028;TRP05;VEI066;MOT035;ST1;OC00;2025-12-26;2026-01-01;2026-01-01;1525;1525;32476.6;212.4;797.4;1345356.49;9576.4;7380.37
ENT009616;35114657069;CLI003;CD02;DST022;TRP01;VEI023;MOT033;ST1;OC00;2025-12-26;2025-12-30;2025-12-30;19;19;1115.3;6.55;490.7;28401.48;890.3;750.73
ENT009617;35678896651;CLI006;CD03;DST010;TRP08;VEI043;MOT048;ST1;OC00;2025-12-26;2025-12-29;2025-12-29;313;313;10834.2;62.15;18.0;393008.59;1681.84;1252.75
ENT009618;35709016688;CLI012;CD05;DST035;TRP02;VEI009;MOT053;ST1;OC09;2025-12-26;2026-01-01;2026-01-02;2277;2277;30804.9;138.29;1182.0;1783533.77;12820.39;11234.68
ENT009619;35837198805;CLI028;CD01;DST001;TRP01;VEI005;MOT031;ST1;OC00;2025-12-26;2025-12-30;2025-12-29;884;884;30425.4;98.02;107.1;595509.0;4103.16;3489.8
ENT009620;35145696782;CLI003;CD01;DST014;TRP03;VEI033;MOT019;ST1;OC00;2025-12-26;2026-01-01;2025-12-31;481;481;3968.4;15.68;873.0;414478.9;3034.37;2720.34
ENT009621;35460160390;CLI016;CD01;DST024;TRP01;VEI010;MOT005;ST1;OC00;2025-12-26;2026-01-01;2026-01-03;363;363;9528.5;75.25;1758.8;669801.0;7558.09;6821.01
ENT009622;35999646413;CLI021;CD02;DST010;TRP01;VEI012;MOT046;ST1;OC00;2025-12-26;2025-12-30;2025-12-28;102;102;3318.3;23.01;625.3;55573.14;1790.46;1743.54
ENT009623;35376999637;CLI029;CD02;DST003;TRP03;VEI083;MOT028;ST1;OC00;2025-12-26;2025-12-31;2025-12-31;252;252;8517.9;40.12;333.5;307129.97;2546.62;1741.47
ENT009624;35339602820;CLI016;CD01;DST031;TRP06;VEI003;MOT003;ST1;OC00;2025-12-26;2026-01-02;2026-01-01;1497;1497;18992.5;81.26;2735.9;1729729.51;31129.59;25068.23
ENT009625;35608081164;CLI008;CD02;DST018;TRP04;VEI049;MOT013;ST1;OC00;2025-12-26;2026-01-02;2026-01-02;949;949;8324.8;28.71;1099.0;151313.59;4945.46;4463.62
ENT009626;35909240111;CLI008;CD02;DST004;TRP02;VEI069;MOT023;ST1;OC00;2025-12-26;2025-12-31;2025-12-31;405;405;13991.0;49.83;111.5;532505.41;2368.65;1781.33
ENT009627;35915216554;CLI004;CD02;DST046;TRP06;VEI003;MOT057;ST1;OC11;2025-12-26;2026-01-05;2026-01-08;342;342;19728.0;68.74;3379.3;258347.74;34775.82;28809.25
ENT009628;35270081802;CLI016;CD01;DST013;TRP01;VEI005;MOT001;ST1;OC00;2025-12-26;2025-12-31;2025-12-31;280;250;13668.9;43.96;932.2;224047.6;5110.88;4909.64
ENT009629;35839446060;CLI009;CD01;DST024;TRP03;VEI007;MOT054;ST1;OC00;2025-12-26;2026-01-02;2025-12-31;47;47;1227.3;6.38;1758.8;90301.14;3636.49;3207.5
ENT009630;35907256669;CLI005;CD01;DST007;TRP05;VEI036;MOT007;ST7;OC05;2025-12-26;2025-12-31;;34;0;1405.4;6.65;412.5;63271.31;1331.8;991.67
ENT009631;35129094207;CLI016;CD04;DST021;TRP01;VEI057;MOT027;ST1;OC00;2025-12-26;2025-12-30;2025-12-28;1751;1751;26192.4;114.38;305.6;720830.24;5798.99;4985.26
